Category,Question ID,Question,Source,Answers
Treatment - Quinine,650,can quinine be taken to fight this covid virus,Quora,
Treatment - Quinine,650,why is quinine effective in curing covid,Quora,
Other - Food Shortages,126,could we run out of things to eat,Author Generated,
Other - Food Shortages,126,do i need to stock up on food,Author Generated,
,13,do covid symptoms linger,Google Search,
,14,do covid toes itch,Google Search,
,30,is covid a flu,Google Search,
,31,is covid a disease,Google Search,
,33,should covid be reported on the death certificate,Google Search,
,35,should covid patients get tracheostomy,Google Search,
,696,how covid will end,Google Search,
,54,will covid get worse,Google Search,
,59,can covid be transmitted through sex,Google Search,
,69,which covid kills human,Google Search,
,77,have covid checks been deposited,Google Search,
,685,who covid antibodies,Google Search,
,82,should i stop going to the gym,John Hopkins University,"as the new covid is spreading, be cautious about all possible exposures, including at the gym or fitness center. the virus isnt spread through perspiration (sweat), but items touched by many people (barbells, etc.) could pose a risk."
,88,what does the governors stay at home order mean,Illinois Department of Public Health,"a stay at home order directs illinoisans to stop movements outside of their homes beyond essential needs. by limiting social interactions, the chance of spreading covid is greatly reduced."
,89,what is social distancing,Illinois Department of Public Health,social distancing is deliberately increasing the physical space between people to avoid spreading illness.
,101,should i start avoiding people of asian descent and their businesses,United Nations,
,104,where can i buy hand sanitizer,Food and Drug Administration,many retail stores and pharmacies sell hand sanitizers.
,105,where can i report websites selling fraudulent medical products,Food and Drug Administration,"you can report websites selling fraudulent medical products to the fda through our website, by phone, or mail."
,106,what is a biological medical product or a biologic,Food and Drug Administration,"biological products include a wide range of products such as vaccines, blood and blood components, allergenics, somatic cells, gene therapy, tissues, and recombinant therapeutic proteins. biologics can be composed of sugars, proteins, or nucleic acids or complex combinations of these substances, or may be living entities such as cells and tissues. "
,109,why arent blood centers testing donors for covid,Food and Drug Administration,"someone who has symptoms of covid, including fever, cough, and shortness of breath, is not healthy enough to donate blood. standard screening processes already in place will mean that someone with these symptoms will not be allowed to donate. "
,110,what is convalescent plasma,Food and Drug Administration,"convalescent plasma is the liquid part of blood that is collected from patients who have recovered from the novel covid disease, covid, caused by the virus covid. "
,111,can covid be transmitted through human cells tissues or cellular and tissue based products (hct/ps),Food and Drug Administration,"respiratory viruses, in general, are not known to be transmitted by implantation, transplantation, infusion, or transfer of human cells, tissues, or cellular or tissue based products (hct/ps). "
,113,can i donate convalescent plasma,Food and Drug Administration,covid convalescent plasma must only be collected from recovered individuals if they are eligible to donate blood. individuals must have had a prior diagnosis of covid  19 documented by a laboratory test and meet other laboratory criteria.
,115,will miracle mineral solution (mms) cure covid,Food and Drug Administration,no. miracle mineral solution does not cure covid and has not been approved by the fda for any use.
,118,should i take ivermectin to prevent or treat covid,Food and Drug Administration,"no. while there are approved uses for ivermectin in people and animals, it is not approved for the prevention or treatment of covid. "
,119,what is the fda doing to protect people from fraudulent covid products,Food and Drug Administration,we have established a cross agency task force dedicated to closely monitoring for fraudulent covid products.
,120,are there going to be drug shortages due to drug manufacturer facility closures in china,Food and Drug Administration,"the fda has been closely monitoring the supply chain with the expectation that the covid outbreak would likely impact the medical product supply chain, including potential disruptions to supply or shortages of critical medical products in the u.s."
,121,am i at risk for covid from taking fda approved drugs made in china,Food and Drug Administration,"currently, there is no evidence to support transmission of covid associated with imported goods, including food and drugs for humans and pets. "
,122,who should i contact with drug related questions,Food and Drug Administration,"if you have additional questions, call fdas division of drug information at (855) 543 3784 or email us at druginfo@fda.hhs.gov (mailtodruginfo@fda.hhs.gov). "
,123,is there a shortage of personal protective equipment or of ventilators,Food and Drug Administration,the agency is also aware of challenges throughout the supply chain that are presently impacting the availability of ppe products and is taking steps to mitigate shortages that health care facilities are already experiencing.
,125,who should i contact if i have questions about medical devices or need more information,Food and Drug Administration,please contact the fdas center for devices and radiological health (cdrh)s division of industry and consumer education (dice) for general questions and information.
,127,should food workers who are ill stay home,Food and Drug Administration,"cdc recommends that employees who have symptoms of acute respiratory illness stay home and not come to work until they are free of fever (100.4° f [37.8° c] or greater using an oral thermometer), signs of a fever, and any other symptoms for at least 24 hours, without the use of fever reducing or other symptom altering medicines (e.g. cough suppressants). "
,128,should food facilities perform any special cleaning or sanitation procedures for covid,Food and Drug Administration,"cdc recommends routine cleaning of all frequently touched surfaces in the workplace, such as workstations, countertops, and doorknobs. "
